Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\AccountDeleter\AccountDeleter.csproj,File,src\AccountDeleter\Configuration\GalleryConfiguration.cs,53,73,T:System.Uri,,,,,set => throw new NotImplementedException();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\AccountDeleter\AccountDeleter.csproj,File,src\AccountDeleter\Configuration\GalleryConfiguration.cs,53,29,T:System.Uri,,,,,get => throw new NotImplementedException();
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\AccountDeleter\AccountDeleter.csproj,File,src\AccountDeleter\Configuration\GalleryConfiguration.cs,53,8,T:System.Uri,,,,,public Uri SmtpUri
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\AccountDeleter\AccountDeleter.csproj,File,src\AccountDeleter\Job.cs,165,20,T:System.Data.SqlClient.SqlConnection,,,,,var connection = connectionFactory.CreateAsync().GetAwaiter().GetResult();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\AccountDeleter\AccountDeleter.csproj,File,src\AccountDeleter\Job.cs,129,20,T:System.Data.SqlClient.SqlConnection,,,,,var connection = connectionFactory.CreateAsync().GetAwaiter().GetResult();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\AccountDeleter\AccountDeleter.csproj,File,src\AccountDeleter\Job.cs,48,12,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,services.Configure<AccountDeleteConfiguration>(configurationRoot.GetSection(AccountDeleteConfigurationSectionName));
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,tests\AccountDeleter.Facts\AccountDeleter.Facts.csproj,File,tests\AccountDeleter.Facts\AccountDeleter.Facts.csproj,,,,,,,,Current target framework: net472 Recommended target framework: net10.0
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,,,,,,,,Current target framework: net472 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,13,8,T:System.Data.SqlClient.SqlConnection,,,,,"public GalleryDbMigrationContext(SqlConnection sqlConnection)          {              SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));              SqlConnectionAccessToken = sqlConnection.AccessToken;                GalleryDbContextFactory.GalleryEntitiesContextFactory = () =>              {                  SetSqlConnectionAccessToken();                  return new EntitiesContext(SqlConnection, readOnly: false);              };                var migrationsConfiguration = new MigrationsConfiguration();              GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new EntitiesContext(SqlConnection, readOnly: false));          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,25,12,T:System.Data.SqlClient.SqlConnection,,,,,"GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new EntitiesContext(SqlConnection, readOnly: false));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,21,16,T:System.Data.SqlClient.SqlConnection,,,,,"return new EntitiesContext(SqlConnection, readOnly: false);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,16,12,P:System.Data.SqlClient.SqlConnection.AccessToken,,,,,SqlConnectionAccessToken = sqlConnection.AccessToken;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,15,12,T:System.Data.SqlClient.SqlConnection,,,,,SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,13,8,T:System.Data.SqlClient.SqlConnection,,,,,"public GalleryDbMigrationContext(SqlConnection sqlConnection)          {              SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));              SqlConnectionAccessToken = sqlConnection.AccessToken;                GalleryDbContextFactory.GalleryEntitiesContextFactory = () =>              {                  SetSqlConnectionAccessToken();                  return new EntitiesContext(SqlConnection, readOnly: false);              };                var migrationsConfiguration = new MigrationsConfiguration();              GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new EntitiesContext(SqlConnection, readOnly: false));          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,25,12,T:System.Data.SqlClient.SqlConnection,,,,,"GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new EntitiesContext(SqlConnection, readOnly: false));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,21,16,T:System.Data.SqlClient.SqlConnection,,,,,"return new EntitiesContext(SqlConnection, readOnly: false);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,16,12,P:System.Data.SqlClient.SqlConnection.AccessToken,,,,,SqlConnectionAccessToken = sqlConnection.AccessToken;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\GalleryDbMigrationContext.cs,15,12,T:System.Data.SqlClient.SqlConnection,,,,,SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,14,8,T:System.Data.SqlClient.SqlConnection,,,,,"public CatalogValidationDbMigrationContext(SqlConnection sqlConnection)          {              SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));              SqlConnectionAccessToken = sqlConnection.AccessToken;                CatalogValidationDbContextFactory.CatalogValidationEntitiesContextFactory = () =>              {                  SetSqlConnectionAccessToken();                  return new CatalogValidationEntitiesContext(SqlConnection);              };                var migrationsConfiguration = new CatalogValidationMigrationsConfiguration();              GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new CatalogValidationEntitiesContext(SqlConnection));    // ← Uses your new context          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,26,12,T:System.Data.SqlClient.SqlConnection,,,,,"GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new CatalogValidationEntitiesContext(SqlConnection));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,22,16,T:System.Data.SqlClient.SqlConnection,,,,,return new CatalogValidationEntitiesContext(SqlConnection);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,17,12,P:System.Data.SqlClient.SqlConnection.AccessToken,,,,,SqlConnectionAccessToken = sqlConnection.AccessToken;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,16,12,T:System.Data.SqlClient.SqlConnection,,,,,SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,14,8,T:System.Data.SqlClient.SqlConnection,,,,,"public CatalogValidationDbMigrationContext(SqlConnection sqlConnection)          {              SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));              SqlConnectionAccessToken = sqlConnection.AccessToken;                CatalogValidationDbContextFactory.CatalogValidationEntitiesContextFactory = () =>              {                  SetSqlConnectionAccessToken();                  return new CatalogValidationEntitiesContext(SqlConnection);              };                var migrationsConfiguration = new CatalogValidationMigrationsConfiguration();              GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new CatalogValidationEntitiesContext(SqlConnection));    // ← Uses your new context          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,26,12,T:System.Data.SqlClient.SqlConnection,,,,,"GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new CatalogValidationEntitiesContext(SqlConnection));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,22,16,T:System.Data.SqlClient.SqlConnection,,,,,return new CatalogValidationEntitiesContext(SqlConnection);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,17,12,P:System.Data.SqlClient.SqlConnection.AccessToken,,,,,SqlConnectionAccessToken = sqlConnection.AccessToken;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\CatalogValidationDbMigrationContext.cs,16,12,T:System.Data.SqlClient.SqlConnection,,,,,SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,14,8,T:System.Data.SqlClient.SqlConnection,,,,,"public SupportRequestDbMigrationContext(SqlConnection sqlConnection)          {              SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));              SqlConnectionAccessToken = sqlConnection.AccessToken;                SupportRequestDbContextFactory.SupportRequestEntitiesContextFactory = () =>              {                  SetSqlConnectionAccessToken();                  return new SupportRequestDbContext(SqlConnection);              };                var migrationsConfiguration = new SupportRequestMigrationsConfiguration();              GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new SupportRequestDbContext(SqlConnection));          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,26,12,T:System.Data.SqlClient.SqlConnection,,,,,"GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new SupportRequestDbContext(SqlConnection));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,22,16,T:System.Data.SqlClient.SqlConnection,,,,,return new SupportRequestDbContext(SqlConnection);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,17,12,P:System.Data.SqlClient.SqlConnection.AccessToken,,,,,SqlConnectionAccessToken = sqlConnection.AccessToken;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,16,12,T:System.Data.SqlClient.SqlConnection,,,,,SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,14,8,T:System.Data.SqlClient.SqlConnection,,,,,"public SupportRequestDbMigrationContext(SqlConnection sqlConnection)          {              SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));              SqlConnectionAccessToken = sqlConnection.AccessToken;                SupportRequestDbContextFactory.SupportRequestEntitiesContextFactory = () =>              {                  SetSqlConnectionAccessToken();                  return new SupportRequestDbContext(SqlConnection);              };                var migrationsConfiguration = new SupportRequestMigrationsConfiguration();              GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new SupportRequestDbContext(SqlConnection));          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,26,12,T:System.Data.SqlClient.SqlConnection,,,,,"GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new SupportRequestDbContext(SqlConnection));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,22,16,T:System.Data.SqlClient.SqlConnection,,,,,return new SupportRequestDbContext(SqlConnection);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,17,12,P:System.Data.SqlClient.SqlConnection.AccessToken,,,,,SqlConnectionAccessToken = sqlConnection.AccessToken;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\SupportRequestDbMigrationContext.cs,16,12,T:System.Data.SqlClient.SqlConnection,,,,,SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,13,8,T:System.Data.SqlClient.SqlConnection,,,,,"public ValidationDbMigrationContext(SqlConnection sqlConnection)          {              SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));              SqlConnectionAccessToken = sqlConnection.AccessToken;                ValidationDbContextFactory.ValidationEntitiesContextFactory = () =>              {                  SetSqlConnectionAccessToken();                  return new ValidationEntitiesContext(SqlConnection);              };                var migrationsConfiguration = new ValidationMigrationsConfiguration();              GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new ValidationEntitiesContext(SqlConnection));          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,25,12,T:System.Data.SqlClient.SqlConnection,,,,,"GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new ValidationEntitiesContext(SqlConnection));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,21,16,T:System.Data.SqlClient.SqlConnection,,,,,return new ValidationEntitiesContext(SqlConnection);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,16,12,P:System.Data.SqlClient.SqlConnection.AccessToken,,,,,SqlConnectionAccessToken = sqlConnection.AccessToken;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,15,12,T:System.Data.SqlClient.SqlConnection,,,,,SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,13,8,T:System.Data.SqlClient.SqlConnection,,,,,"public ValidationDbMigrationContext(SqlConnection sqlConnection)          {              SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));              SqlConnectionAccessToken = sqlConnection.AccessToken;                ValidationDbContextFactory.ValidationEntitiesContextFactory = () =>              {                  SetSqlConnectionAccessToken();                  return new ValidationEntitiesContext(SqlConnection);              };                var migrationsConfiguration = new ValidationMigrationsConfiguration();              GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new ValidationEntitiesContext(SqlConnection));          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,25,12,T:System.Data.SqlClient.SqlConnection,,,,,"GetDbMigrator = () => new DbMigrator(migrationsConfiguration, new ValidationEntitiesContext(SqlConnection));"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,21,16,T:System.Data.SqlClient.SqlConnection,,,,,return new ValidationEntitiesContext(SqlConnection);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,16,12,P:System.Data.SqlClient.SqlConnection.AccessToken,,,,,SqlConnectionAccessToken = sqlConnection.AccessToken;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\DatabaseMigrationTools\DatabaseMigrationTools.csproj,File,src\DatabaseMigrationTools\ValidationDbMigrationContext.cs,15,12,T:System.Data.SqlClient.SqlConnection,,,,,SqlConnection = sqlConnection ?? throw new ArgumentNullException(nameof(sqlConnection));
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\GalleryTools.csproj,,,Microsoft.Extensions.CommandLineUtils 1.1.1,,,,,"Microsoft.Extensions.CommandLineUtils, 1.1.1  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.CommandLineUtils, and replace with new package Microsoft.Extensions.CommandLineUtils, 1.1.1"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\GalleryTools.csproj,,,,,,,,Current target framework: net472 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,103,12,T:System.Uri,,,,,"await _httpClient.GetStringAsync(_serviceDiscoveryEndpoint)                  .ContinueWith(t =>                  {                      try                      {                          JObject serviceIndexDocument = JObject.Parse(t.Result);                          _serviceIndexDocument = new ServiceIndexDocument(serviceIndexDocument, DateTime.UtcNow);                      }                      finally                      {                          _serviceIndexDocumentUpdating = false;                      }                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,94,20,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,await Task.Delay(TimeSpan.FromMilliseconds(timeToWaitBeforeCheckingInMilliseconds));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,53,12,T:System.Uri,,,,,"return _serviceIndexDocument.Doc[""resources""]                  .Where(j => (j[""@type""].Type == JTokenType.Array ? j[""@type""].Any(v => (string)v == resourceType) : ((string)j[""@type""]) == resourceType))                  .Select(o => o[""@id""].ToObject<Uri>())                  .ToList();"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,28,8,T:System.Uri,,,,,"public ServiceDiscoveryClient(HttpClient httpClient, Uri serviceDiscoveryEndpoint)          {              _httpClient = httpClient;              _serviceDiscoveryEndpoint = serviceDiscoveryEndpoint;          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,31,12,T:System.Uri,,,,,_serviceDiscoveryEndpoint = serviceDiscoveryEndpoint;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,23,8,T:System.Uri,,,,,"public ServiceDiscoveryClient(Uri serviceDiscoveryEndpoint)              : this(new HttpClient(), serviceDiscoveryEndpoint)          {          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,15,29,T:System.Uri,,,,,_serviceDiscoveryEndpoint
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,28,8,T:System.Uri,,,,,"public ServiceDiscoveryClient(HttpClient httpClient, Uri serviceDiscoveryEndpoint)          {              _httpClient = httpClient;              _serviceDiscoveryEndpoint = serviceDiscoveryEndpoint;          }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,31,12,T:System.Uri,,,,,_serviceDiscoveryEndpoint = serviceDiscoveryEndpoint;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Utils\ServiceDiscoveryClient.cs,23,8,T:System.Uri,,,,,"public ServiceDiscoveryClient(Uri serviceDiscoveryEndpoint)              : this(new HttpClient(), serviceDiscoveryEndpoint)          {          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Commands\ReserveNamespacesCommand.cs,61,16,M:System.TimeSpan.FromSeconds(System.Double),,,,,sleepDuration = TimeSpan.FromSeconds(int.Parse(sleepDurationOption.Value()));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Commands\ReserveNamespacesCommand.cs,58,12,M:System.TimeSpan.FromSeconds(System.Double),,,,,var sleepDuration = TimeSpan.FromSeconds(DefaultSleepSeconds);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Commands\BackfillCommand.cs,463,12,T:System.Uri,,,,,var zipDirectoryReader = await httpZipProvider.GetReaderAsync(new Uri(nupkgUri));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Commands\BackfillCommand.cs,463,12,M:System.Uri.#ctor(System.String),,,,,var zipDirectoryReader = await httpZipProvider.GetReaderAsync(new Uri(nupkgUri));
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Commands\BackfillCommand.cs,449,8,T:System.Uri,,,,,private static async Task<string> GetFlatContainerUri(Uri serviceDiscoveryUri)
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Commands\BackfillCommand.cs,455,12,T:System.Uri,,,,,return result.First().AbsoluteUri.TrimEnd('/');
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Commands\BackfillCommand.cs,455,12,P:System.Uri.AbsoluteUri,,,,,return result.First().AbsoluteUri.TrimEnd('/');
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\GalleryTools\GalleryTools.csproj,File,src\GalleryTools\Commands\BackfillCommand.cs,347,8,T:System.Data.SqlClient.SqlConnection,,,,,"public async Task Update(SqlConnection connection, string fileName)"
